"","1","2","3","4","5","6","7","8","9","10","11","12"
"2012",0,0,0,0,0,0,14482,14523,14096,14288,13469,14578
"2013",13276,12271,14074,14007,15811,15427,14671,13972,14221,14851,14851,14454
"2014",14058,13184,13323,13704,15172,15446,14567,14277,14869,15216,14281,14506
"2015",13664,12141,0,0,0,0,0,0,0,0,0,0
